173	-13.9936974
173.5	-13.99003168
174	-13.98712041
174.5	-13.98485223
175	-13.9831247
175.5	-13.98184426
176	-13.98092624
176.5	-13.98029484
177	-13.97988312
177.5	-13.97963306
178	-13.97949552
178.5	-13.97943029
179	-13.97940605
179.5	-13.97940046
180	-13.97940009

