0	-13.97940009
0.5	-13.97940046
1	-13.97940605
1.5	-13.97943029
2	-13.97949552
2.5	-13.97963306
3	-13.97988312
3.5	-13.98029484
4	-13.98092624
4.5	-13.98184426
5	-13.9831247
5.5	-13.98485223
6	-13.98712041
6.5	-13.99003168
7	-13.9936974
7.5	-13.99823786
8	-14.00378233
8.5	-14.01046915
9	-14.01844582
9.5	-14.02786908
10	-14.03890514
10.5	-14.05172976
11	-14.06652857
11.5	-14.08349729
12	-14.10284205
12.5	-14.12477982
13	-14.1495388
13.5	-14.17735898
14	-14.20849273
14.5	-14.24320552
15	-14.28177673
15.5	-14.32450055
16	-14.37168711
16.5	-14.42366365
17	-14.48077598
17.5	-14.54339008
18	-14.61189394
18.5	-14.68669974
19	-14.76824626
19.5	-14.85700171
20	-14.95346704
20.5	-15.05817966
21	-15.17171785
21.5	-15.29470586
22	-15.42781991
22.5	-15.57179513
23	-15.72743392
23.5	-15.89561568
24	-16.07730851
24.5	-16.27358324
25	-16.48563032
25.5	-16.71478039
26	-16.9625295
26.5	-17.2305702
27	-17.52083039
27.5	-17.8355223
28	-18.17720481
28.5	-18.54886399
29	-18.95401834
29.5	-19.39685872
30	-19.88243743
30.5	-20.41692889
31	-21.00799703
31.5	-21.66532671
32	-22.40141545
32.5	-23.23279573
33	-24.18200312
33.5	-25.28091358
34	-26.57678057
34.5	-28.1441081
35	-30.11079102
35.5	-32.72581859
36	-36.58676787
36.5	-43.93530043
37	-52.93641736
37.5	-39.16361539
38	-34.0238711
38.5	-30.78113866
39	-28.40160857
39.5	-26.51947616
40	-24.96236075
40.5	-23.63521523
41	-22.48006975
41.5	-21.45898003
42	-20.54577687
42.5	-19.72167225
43	-18.97274291
43.5	-18.28840413
44	-17.66044037
44.5	-17.08236556
45	-16.54898727
45.5	-16.05610166
46	-15.60027498
46.5	-15.17868385
47	-14.78899673
47.5	-14.42928453
48	-14.09795255
48.5	-13.79368812
49	-13.51542029
49.5	-13.26228851
50	-13.03361867
50.5	-12.82890485
51	-12.64779587
51.5	-12.49008591
52	-12.35570872
52.5	-12.2447351
53	-12.15737359
53.5	-12.09397436
54	-12.05503646
54.5	-12.0412189
55	-12.05335595
55.5	-12.09247777
56	-12.15983718
56.5	-12.2569445
57	-12.38561255
57.5	-12.54801502
58	-12.74676265
58.5	-12.98500367
59	-13.26655779
59.5	-13.5960978
60	-13.97940009
60.5	-14.42369751
61	-14.93818902
61.5	-15.53479713
62	-16.22933315
62.5	-17.0433654
63	-18.00736887
63.5	-19.16638133
64	-20.59101915
64.5	-22.40140481
65	-24.82790107
65.5	-28.40827711
66	-35.02227188
66.5	-49.49390839
67	-31.95235077
67.5	-26.38480471
68	-22.9275823
68.5	-20.3961627
69	-18.38967714
69.5	-16.72315798
70	-15.29585263
70.5	-14.04677311
71	-12.93618298
71.5	-11.93674395
72	-11.02884158
72.5	-10.19792565
73	-9.432905573
73.5	-8.725135093
74	-8.067744469
74.5	-7.455186383
75	-6.882918477
75.5	-6.347175957
76	-5.844805254
76.5	-5.37314007
77	-4.92990747
77.5	-4.513155711
78	-4.121198019
78.5	-3.752568288
79	-3.40598579
79.5	-3.08032679
80	-2.774601515
80.5	-2.487935321
81	-2.219553171
81.5	-1.968766776
82	-1.734963852
82.5	-1.517599135
83	-1.316186791
83.5	-1.130294015
84	-0.959535593
84.5	-0.803569282
85	-0.662091875
85.5	-0.534835847
86	-0.421566504
86.5	-0.322079563
87	-0.236199101
87.5	-0.16377584
88	-0.104685725
88.5	-0.058828762
89	-0.026128099
89.5	-0.006529328
90	0
90.5	-0.006529328
91	-0.026128099
91.5	-0.058828762
92	-0.104685725
92.5	-0.16377584
93	-0.236199101
93.5	-0.322079563
94	-0.421566504
94.5	-0.534835847
95	-0.662091875
95.5	-0.803569282
96	-0.959535593
96.5	-1.130294015
97	-1.316186791
97.5	-1.517599135
98	-1.734963852
98.5	-1.968766776
99	-2.219553171
99.5	-2.487935321
100	-2.774601515
100.5	-3.08032679
101	-3.40598579
101.5	-3.752568288
102	-4.121198019
102.5	-4.513155711
103	-4.92990747
103.5	-5.37314007
104	-5.844805254
104.5	-6.347175957
105	-6.882918477
105.5	-7.455186383
106	-8.067744469
106.5	-8.725135093
107	-9.432905573
107.5	-10.19792565
108	-11.02884158
108.5	-11.93674395
109	-12.93618298
109.5	-14.04677311
110	-15.29585263
110.5	-16.72315798
111	-18.38967714
111.5	-20.3961627
112	-22.9275823
112.5	-26.38480471
113	-31.95235077
113.5	-49.49390839
114	-35.02227188
114.5	-28.40827711
115	-24.82790107
115.5	-22.40140481
116	-20.59101915
116.5	-19.16638133
117	-18.00736887
117.5	-17.0433654
118	-16.22933315
118.5	-15.53479713
119	-14.93818902
119.5	-14.42369751
120	-13.97940009
120.5	-13.5960978
121	-13.26655779
121.5	-12.98500367
122	-12.74676265
122.5	-12.54801502
123	-12.38561255
123.5	-12.2569445
124	-12.15983718
124.5	-12.09247777
125	-12.05335595
125.5	-12.0412189
126	-12.05503646
126.5	-12.09397436
127	-12.15737359
127.5	-12.2447351
128	-12.35570872
128.5	-12.49008591
129	-12.64779587
129.5	-12.82890485
130	-13.03361867
130.5	-13.26228851
131	-13.51542029
131.5	-13.79368812
132	-14.09795255
132.5	-14.42928453
133	-14.78899673
133.5	-15.17868385
134	-15.60027498
134.5	-16.05610166
135	-16.54898727
135.5	-17.08236556
136	-17.66044037
136.5	-18.28840413
137	-18.97274291
137.5	-19.72167225
138	-20.54577687
138.5	-21.45898003
139	-22.48006975
139.5	-23.63521523
140	-24.96236075
140.5	-26.51947616
141	-28.40160857
141.5	-30.78113866
142	-34.0238711
142.5	-39.16361539
143	-52.93641736
143.5	-43.93530043
144	-36.58676787
144.5	-32.72581859
145	-30.11079102
145.5	-28.1441081
146	-26.57678057
146.5	-25.28091358
147	-24.18200312
147.5	-23.23279573
148	-22.40141545
148.5	-21.66532671
149	-21.00799703
149.5	-20.41692889
150	-19.88243743
150.5	-19.39685872
151	-18.95401834
151.5	-18.54886399
152	-18.17720481
152.5	-17.8355223
153	-17.52083039
153.5	-17.2305702
154	-16.9625295
154.5	-16.71478039
155	-16.48563032
155.5	-16.27358324
156	-16.07730851
156.5	-15.89561568
157	-15.72743392
157.5	-15.57179513
158	-15.42781991
158.5	-15.29470586
159	-15.17171785
159.5	-15.05817966
160	-14.95346704
160.5	-14.85700171
161	-14.76824626
161.5	-14.68669974
162	-14.61189394
162.5	-14.54339008
163	-14.48077598
163.5	-14.42366365
164	-14.37168711
164.5	-14.32450055
165	-14.28177673
165.5	-14.24320552
166	-14.20849273
166.5	-14.17735898
167	-14.1495388
167.5	-14.12477982
168	-14.10284205
168.5	-14.08349729
169	-14.06652857
169.5	-14.05172976
170	-14.03890514
170.5	-14.02786908
171	-14.01844582
171.5	-14.01046915
172	-14.00378233
172.5	-13.99823786
